"Puzzle","BruteForce","DepthFirst","BitWise","NakedSingles","HiddenSingles","NSSearch","HSSearch"
"000056089000870000089003000020300000000000010007210305001000070000090530900000640",1.1083,29.3025,0.3766,45.8127,22.9063,175,155
"013050780000079023700103400100000000300008000007000000001602070002000000008500040",0.0344,11.1353,0.0185,56.9627,14.183,98,80
"007000091080020670000070003008000002536000900010000700005007820004200000120000000",10.6659,10.3964,4.0504,31.2549,12.7058,116,85
"003000019620081035000405007000000000500009060100306050000000980200800000000050002",0.2403,1.3014,0.0937,29.4328,27.6565,56,136
"003006700056000003089000406200000007305078000007200000000000970000000501000501040",0.0407,0.3135,0.0197,37.9453,22.1173,56,132
"006000010070080006010500320003020000080090200000608004000000900000065003060237000",0.3541,1.3763,0.105,47.9976,18.1368,190,116
"000004020000100000020608400000005980000000000789231500230500004008000200097000000",1.0651,27.237,0.3569,29.6789,12.6973,77,85
"607400000000019670000075083000000019500000042002004000000000000009026004004300900",0.4233,3.3056,0.1428,65.1914,19.0445,144,116
"600000001008000500000004780507380010400000030010400000300206100980100000040070000",0.5352,38.9212,0.1827,26.7644,16.5648,140,108
"000600320000310007000087000000000000000000006010096040570008102400100000030570408",238.134,45.0478,79.5314,20.0324,17.5141,87,115
"030016080000007004000000106000000000000079040807043002000060970400090600903000010",0.1154,10.5487,0.0277,25.7859,13.6435,83,88
"007600000054123007300900004006040000000200000000000045500000100000300570002579000",2.4534,0.526,0.8785,45.1096,30.3355,75,195
"453600800000000400009400020005200001200000006700050008537000900020000000040007060",0.5162,88.4796,0.1879,22.3519,24.3554,80,151
"070000000004000080300980604900502400060800092000700800008000000000096000100008049",235.5705,42.1123,83.4875,416.0971,21.0211,2300,142
"876004320000000806000870000000605200000000090003700000500460130007000080002000060",0.1371,0.3893,0.0538,54.5343,18.9402,159,112
"070004000000000806020006900790000000045000000000008645000000100467300500130080400",4.241,73.9656,1.3417,16.7339,15.3047,65,94
"064008090000000004000504700600389000009070000000405000070096100002000050006000029",6.5004,27.2195,2.1958,21.8327,17.5707,76,108
"006000000590001006020006050709400200400002769010000000900008600000000002000609400",0.0865,1.0374,0.0358,73.627,16.087,222,101
"000000200400021605000000000000000000506712048010800006300007000804206009020500000",4.0692,7.5114,1.4413,26.3654,13.7417,92,92
"060738000700910000000064000050000010000600000800025070000200000080000057006850320",2.5942,30.0592,0.9105,24.4664,17.9688,70,117
"006000300000020076000000904069080210480030000010060048000640100000010080100000000",0.119,0.6507,0.0481,44.3698,17.9711,56,118
"000020000607000400000005607360000000000019300090000004703060080040800070900702003",41.0705,72.4195,14.5256,16.4625,12.092,83,80
"070049000000030000020800904000600003604002005000700049908050000030160000050000400",27.5108,2.3044,9.3771,42.3461,17.9146,95,87
"050600000607091000800000000002000090000210000198000204045160000001000000080003102",0.1634,36.6745,0.0604,13.7918,22.0122,62,110
"050480000000920600200005083700369510000000000010004036000000800000206009000040000",12.4726,2.8692,4.2649,40.3776,21.2645,61,91
"000600000027900000800030007300000701500200000100070204045160003001800000006000040",3.684,25.4049,1.3219,35.6337,22.1484,129,135
"000000000050080000080123006204060007300700000090200060500040000640070000070500640",0.0324,5.231,0.0178,47.0929,14.7985,87,87
"040072010000000500000000300003628000001000250900000008060010000108905070790080000",8.9851,68.296,3.0699,15.8766,13.7557,64,85
"760040900000090005001000043000030000406002007000000650679000000000300000134900070",2.3012,38.4627,0.7945,39.7772,23.3561,173,153
"040000000070800000809500000003680002600000005007000008000003004100068250030090680",1.2974,426.9298,0.4475,28.4365,19.8709,138,131
"675000001400100605001000003008062000530801700900004000007000000060000030000300900",1.3859,0.7973,0.4953,28.5505,14.19,113,88
"980600321004000900020000600800000200040100006010800700000460000060302000002070000",0.0762,0.604,0.0326,50.2033,13.8525,92,81
"000080290003000000200600000740069502000701900910000030000000004000106007100030800",4.6711,1.5089,1.6526,48.5939,19.5199,112,116
"006300000300080506010040000503000090001400030907000000000000900030050002708260050",48.2652,689.4561,17.1395,16.0757,14.6128,59,95
"087004000004023000000907650800000003000010000200000045070408000008230009000500008",1.4118,56.2287,0.4966,32.1529,17.1479,146,111
"000000000000030870301000004070600003000120000200705049000000000437012008102008000",13.0752,109.3693,4.2469,23.6438,15.7038,106,100
"907054001604301080000080000090000003000000006000806040000008002000000570000579060",3.8306,0.9818,0.9825,25.8178,19.1773,56,92
"000000000000100030800430000002000508004090102108250000000802040281000003900500000",0.0911,498.1203,0.022,23.3134,13.0254,103,85
"000043000840020000920000003000004302400000000002500094009002000200000009034970006",0.2949,0.4534,0.0951,28.4141,13.4856,80,80
"000030090030000500200000000060082309409000005003000040800090120006051000010807000",5.7371,5.8983,1.987,19.4374,31.7706,59,122
"500070810300000040809000300000081000000290030007030000200000900090720050000900280",0.0362,2.5601,0.0189,39.0389,16.3451,126,121
"000372010002080004000004000000840001000030900013000500090003100008000090005008460",17.3138,4.4592,6.0834,30.1797,15.9224,84,84
"004010700000090030700004006001000000000000300000140002102360008460080000008400610",0.24,1.3156,0.0881,789.3612,21.9694,3599,134
"040070010372000500010540000000001000001493000200050004005004060020060000060000001",0.31,1.3459,0.1182,46.8137,17.1298,80,101
"023050000406000120080020450000000800000000210890004300501000008000090500000030600",0.0344,1.7025,0.018,29.2272,21.0545,68,137
"003050700050000000009020000000000000000087014897000065030602070040000001070001602",0.0721,69.4011,0.0331,22.4449,15.3773,100,100
"200100000050000230089200000300400000000009302007310000020040008000008500008001640",0.0316,296.5548,0.0171,19.7511,24.0785,67,148
"004000700000000030000030000001020090005870300090000500152408000470000020903050400",0.1646,97.649,0.0648,74.5377,22.4297,412,166
"700009001549103870000000904075004003600000700000005600908000000000261000000000000",0.1649,0.3852,0.0646,97.7993,30.3707,272,178
"560008290700010000000064000000000410009000835000400000375006000080043000100000009",54.124,171.0389,18.0326,32.5557,22.7842,149,142
"004060700060000000700200050000406007000700305007005000102050908070900002008000003",6.3257,0.7486,2.2649,19.3882,33.0576,56,131
"050000200030000675091000000045000300000300000300000860000900000984217006000500007",0.7198,61.1289,0.2626,14.6184,19.9063,56,130
"000450080400980000000000406204305000005070200090010300000042000000000031008530000",0.0292,38.5522,0.0163,28.4054,13.1212,99,82
"700000020000003006301076050005000213000000080000000000000407002030902568002000007",0.8545,161.9509,0.2731,25.506,16.4657,96,96
"000004000000003087020000050986040003040021000000006000000468002400002070130009000",2.1664,0.4318,0.7449,15.8906,21.4025,67,124
"000450000400000003709000450200305800300000000097200305501000000000009000070530600",0.0714,0.2385,0.0308,28.5284,24.8227,56,80
"000040920003010760000000800000000002006102080000500090000050208000970100058020070",203.1642,1.304,70.5238,29.5155,12.7645,105,81
"000000789000007000000003000010000007065800004000210065530642900602000500000000040",0.0394,248.7295,0.0199,128.6434,19.661,680,124
"000002010372100050081004030000000301000000000000907008097020000038010007000000063",1.0132,763.4757,0.3565,45.4729,19.6751,195,123
"000600009002000030800030007360000001004700300701000000507100902026090000000007003",58.9106,532.9692,21.9257,23.984,15.1996,91,85
"560000200000129004000500000000000310409010070003970002005306000000200030000040006",8.3091,2.5477,2.8716,63.9625,21.3616,152,152
"345000000060000005000305060000004008004790500700523006000850000000070600006000050",0.0544,30.9387,0.0253,24.791,19.3318,76,131
"004006000000008000000230006002000097460800002007010400020003000043980500000500003",0.1836,16.627,0.0671,32.9431,22.111,156,156
"000560000500700000789000050005010807400070320000005460040600908008000000000040000",0.1762,25.8255,0.0688,27.4772,16.3448,72,82
"657083000000090600001070003040000002036000040000000500060904008070300104004000000",0.0454,2.7695,0.0221,49.6194,16.5772,66,93
"100000000006980020000100050210000000000000004807200000031002900600008531900501000",0.0331,9.866,0.0169,28.529,14.3639,93,87
"900004001050302980001000004000740000005200000013000700000408000400020000100070408",7.3669,45.9793,2.609,26.7035,21.3716,79,131
"000056709450000120000000000014065000000800200090200360031000000000790001000000602",1.7563,3.2816,0.6251,73.0228,18.6451,217,115
"000000921043900060000700000507000002006000000010500690670250030008039000100000000",17.6018,30.0668,6.2999,23.1073,18.3813,65,99
"120400080000070000089000000200300000060007000090210305030640008002000001070000640",0.0442,8.8379,0.021,40.5397,20.3075,86,100
"040060000000000000089005000020004700600008500708020000000050072050901600906002001",10.3661,127.6908,3.2158,20.0639,14.6255,78,99
"870000300000300000000987004000500400503012809000070000700240030200000708005000000",0.213,0.6185,0.0667,50.01,15.3148,159,100
"053000010600180000800400020060700090504000062000000070700000280000074001001000700",23.2841,165.5483,7.9792,17.9655,23.0906,63,134
"030607000627900000000005007060048000000009360190006000703000000240090000000700040",7.797,3.3245,2.4143,39.0541,12.0029,141,80
"000000010300001006009040027400608000001407030000000000000200680108000000960000172",5.2756,37.956,1.8054,26.0946,13.035,87,84
"403000800600900400010035027060200700000009000091000208530004080100000000040000000",0.064,0.9074,0.0288,41.3573,19.7695,60,80
"006054000900000000000070004000605013005100000013008000500467002460300009000000400",5.5943,1.9703,2.0046,48.4504,18.5432,81,131
"003000700000087020700023000204000090300008004800000365030602000040000030000530000",0.0309,3.3798,0.0167,68.8584,17.3898,212,126
"403000000000090035080040000004056090006000024000000056035060080007900000040520000",3.17,30.7927,1.0479,22.5224,14.8933,93,93
"870000021500000070300876000000604013004310000000085009068400100000000000000000007",0.1577,0.5455,0.0604,50.3299,17.2155,117,110
"000001000001700000709030050000400007000870025007305000000053900008002010053007000",1.3216,63.1299,0.4294,35.8878,20.8324,138,138
"340067080007000000000040000020014700610790020000003000430000000000070004076000801",0.0386,66.3763,0.0198,20.1248,12.4703,56,81
"000050301604000900000987000006700003000210000000090040070000100008002009130500060",1.1622,6.2778,0.3987,44.9927,15.8036,205,102
"003027000020080000010005000000000000000200060100000200740102903030890070006703100",3.7476,58.2186,1.3198,35.4386,14.6795,143,114
"000008200000200000090064780000000019029071000000000400040003127070100000000000945",0.6977,6.8644,0.2105,43.7496,16.0904,56,99
"607003091083020000091000003000002019030091040000700050000040100009000000000007008",4.0365,0.4587,1.4422,84.8968,15.4597,267,98
"000540000000109000920006003080000019300001002000038005070000000050380097000200600",0.3719,13.0072,0.128,43.966,18.8781,183,111
"004561000061809000700030000000010000000900025000000000100003900073100040008040013",0.062,0.8048,0.0161,67.038,17.5646,264,107
"500030000008010000290500000650000309429070800100000402000090100900100030000800000",46.0244,0.3108,16.6235,106.6298,24.7702,448,172
"060038201008200004090064700050002300009000000003056000300000000000000040100097600",1.7135,0.2805,0.574,44.8494,12.0497,93,80
"000000809072000000000400000300084000084000000000006008000008962128960000906027000",0.0835,57.7631,0.0348,13.5614,17.4393,56,105
"000000000400000000780003050000000090305007204097000065501042008000070500000030042",0.1104,109.8726,0.0274,41.5997,17.0947,251,129
"004510709000800004000200000040000097005000041890000002008000070000307008970001000",0.0796,4.0538,0.022,52.9102,15.5766,80,86
"000000290730002504201000000000420809029050000000006000005049020000200040002005000",0.038,0.5419,0.0195,46.5151,15.9065,60,95
"000007080007810030000000007000000800010390020600020070000040000804950003000183002",0.3485,35.3929,0.1373,19.1835,15.1361,58,98
"005400000083002000000070000008000000000020040010004700350200000029006350104030809",830.9447,65.6686,295.1782,32.3055,19.553,165,144
"670080091000000670091670080700000502030000008000050006000008064020000000004030000",0.1364,1.5945,0.0535,22.0822,36.7461,56,139
"000000000500000876000870054800090010690200005003005000900000100030010508050060000",3.8906,19.0255,1.3076,38.0429,14.1009,149,81
"020400000006070020700100000000065090005900004000014300500002070642008001008000000",0.0323,2.4483,0.017,67.9962,20.8521,184,150
"008006000000030800301850006897000000004000090003008000000009102000020087000507009",0.3342,1.6533,0.1055,32.9804,24.5724,82,137
"980050020000002980000900050006700200045001000010000700009000000000100509030509400",0.1684,0.5169,0.0679,41.6609,18.9338,174,115
"300560700060000004009004006035016000016078000800005001000053070600002000000000000",13.6782,0.2645,5.0904,29.2136,26.4538,56,93
"000002000300800540810006007400600090000709050297000000000000180120000000908010000",0.3393,0.5495,0.1054,59.8821,18.9175,119,112
"000400009056900103009020406200000007065000200007000060001000000600800500970030000",0.0324,7.0859,0.0178,96.0698,23.1572,256,132
"000054300600001007020000000800045200000013006013000700009000100460000079000070060",0.0885,89.5856,0.0207,19.443,17.0987,88,114
"890600300004000080001900000000740200040000800000090005509000030460312000100000008",7.2445,3.9486,2.5342,15.0493,26.7533,59,162
"080654001050000087000000050090700200000000090213000040009000002000310070102070000",0.0292,0.3357,0.0159,29.5435,25.1812,56,88
"030050780006000200000004000002400000460708000807000005500000908000079000900021040",0.5682,1.3602,0.198,31.8082,13.8534,87,87
"000900300054020000000006900790040003040200008203008000080000000007130080002009060",4.0273,0.8695,1.371,65.0894,18.0125,149,123
"000800920000010000001060000000604010000000000000507000079451208234008000050320000",0.8074,58.8253,0.277,20.1359,14.1145,104,104
"030501780500800000089234006020006000000000000090300000042003008000008500008040000",0.4801,43.1335,0.1835,21.8402,29.5294,70,179
"000054300600231907001000000000705000705000800000000745500008130000000079000500000",0.8672,8.8877,0.3217,20.3295,19.6734,59,108
"005803920000001005900700000000009412000000080002407050000050000000304000030026070",0.5301,0.9942,0.1888,47.3869,19.5958,79,128
"100000700400000120009000000000000097005070204800010000501640070000009500008531000",0.321,43.9725,0.113,26.9636,17.5804,153,139
"900054020000002007300000054806040003005200890000096705000000000400000009030000008",4.0187,14.5453,1.3887,32.1102,16.0298,139,99
"060000090700920060000504703657000000420000030000050000000000320970200000002070600",0.211,7.4813,0.0657,236.6781,28.6346,1042,181
"004100080050000004000000050012065000400879002807010005501000000603008000000020000",0.0532,102.2618,0.0236,15.3324,15.15,70,108
"060840001000000000001005040080000410406000387312080000000000000050300000030900570",1.3696,6.9622,0.4947,22.0133,13.8716,67,84
"000000000072098030009435007005004000200009006000080250500800060008060000006000001",1.6172,3.2975,0.5597,47.9271,13.6849,87,84
"000400000000002000000000403708000010500721008000050036000000824800000009129040007",376.5921,1544.2412,126.1333,13.027,16.7233,56,113
"070000001540003000000806000085604000004030000203700009900407000030002008000008007",54.0041,197.6112,19.3713,221.1592,24.6351,1237,168
"006004300000003800000000054000040003045000700013000600509400000400300000130580007",0.549,1.9743,0.184,49.764,24.9516,76,136
"030010089000090200700004106040000807000000300000100000052000000403080000008452010",0.0339,8.2568,0.018,34.5465,17.3688,125,105
"000060000000000045009040060003400000000008000790500006431600002070030054002700600",3.604,52.2811,1.3033,25.99,17.3627,56,107
"000067180060019030000200007400601005010090020000020001030700008004000000900003000",0.5298,1.1787,0.1816,122.3945,24.1947,488,166
"564008000700129000000004003600000300400000000810900000070000000900000007046207908",0.6265,3.569,0.2338,55.4046,21.4018,70,128
"000730290030900000090004000000000002420600805000005906075290100000000050100007000",255.7186,42.7047,89.6077,104.7356,25.4888,575,186
"040060080507000000800042600058000020700000800000080000270000090400008000189020030",0.7589,35.5785,0.2604,18.0949,23.3628,56,105
"600083091083020005001070000708000010000890700000000000050040008069000000020000960",3.1586,40.0191,0.8108,53.6569,26.2595,215,166
"000020010007980400009000600302040000004009368008006000000160000000094000000053002",0.2608,0.4662,0.0979,47.4184,13.211,83,80
"080000000004203080300080000800045010000300000203000005070000130400102509030000400",78.3649,2.7991,28.3923,61.8224,22.4071,275,143
"003400000006709103700000450020360000000007014807000300000600000002070031008000000",0.3156,3.165,0.1131,77.4912,16.0044,207,92
"005000200000002670090070000008360002530020048012000000007200100000100050100000009",2.4743,12.2834,0.8482,77.6337,22.5086,235,150
"000000020000000000021000050087502000560840000000000000000005230205306000106270540",288.0186,4000.0078,104.9101,12.7212,18.1115,56,127
"800600021000020080000080000900560400503001000410000000700005006205300000030208000",0.6016,4.5994,0.2267,64.2602,19.5224,290,123
"003400780050000003709020400120060090060000210800040000070000000000500070001074000",0.4769,4.8573,0.1693,39.2544,16.1082,94,94
"000000291000090600290070400008500000000002040902040006000060108867100000000000004",5.8763,54.4971,2.0754,42.7444,22.9079,174,151
"103400000050800123709000400200060000300008210007000300000600000600700000900000602",0.0533,6.7374,0.0243,28.8261,17.5957,109,109
"654030001000020064090000003000002310000010070010075000070090000000300107040000008",0.3492,294.0938,0.1143,27.5717,17.1274,121,103
"000000001000091605200000080040006300000003054300700800003060900900507000000009507",0.1733,6.894,0.0593,53.7545,24.8281,114,174
"907004020650003007301000004000040000000001006000006005070060130400300070100000400",5.7603,0.3012,1.9676,1506.9318,26.0007,6186,139
"657000000400020070090000403748002009500001700000700000305900000000000004004050060",0.3362,0.4998,0.1266,56.136,15.8531,148,94
"300000000000090000100030507420010090700000300608042000000050800050670920000803000",0.0348,28.9853,0.0178,15.0848,29.7937,56,169
"000006080150000034000004050310060007000000000097000465520640000000000020008000640",0.0999,10.6794,0.0281,40.9787,19.8204,62,93
"000007000000081000009400000060000000500209060000000254040100983031004070980050000",9.3186,893.6442,2.8925,14.9909,14.6059,66,102
"000456080000000000009120006003000000007908001600000547010000005800000302970300000",5.5514,2.3097,1.9185,70.4717,15.1274,199,98
"560730200008290000000560700007400000009180000003000000000806020980300000002000800",4.5537,0.5768,1.3787,49.8431,15.1254,90,85
"000000200730021004000560780057080010400007000800000000300090008080100020002000050",2.8381,4.7653,1.0291,37.2643,23.6899,56,140
"980654000600020987001007000006040000040200806000000000000060032400000070002000400",39.8585,210.0597,13.9825,28.3001,18.4496,110,105
"000843000043020700900060000580090302490010500000000000600001008050900100000200000",1.2428,1.3762,0.4569,53.3467,16.9932,104,104
"005000089207000040000000000003000000000800500008503410001608002850090001000102050",0.3922,51.566,0.1474,24.2511,17.757,112,103
"300001780060790200700200100000016000410800000000025000002050970000900010000000040",0.052,2.8214,0.0245,38.3646,21.3714,77,95
"070004301594301000000006000069480200000000000213000508050000000007100000000008600",0.0759,39.701,0.0334,19.9959,15.9539,56,93
"070000090083021600001670000008000010500700008000000000000090104820040000100530800",0.0429,2.6188,0.0197,48.882,13.9436,87,87
"034500000000700000000034006003400690400008302008003000300060007000001000900340001",0.0935,183.2338,0.0393,29.5464,14.2048,156,92
"405000000000189000009400620300000000000090160100250074700000000000900003906003200",32.1331,57.0782,11.1652,24.9327,17.6105,117,115
"070000000904100006000000900798000000040230790003098000000067102000000000030500407",9.0107,71.5454,3.1541,15.7506,13.426,68,93
"200016009000000030089200000301000890600000001090003500002400000473000620000000400",0.0641,23.1531,0.0291,72.4601,27.3269,229,156
"004000090000091060090004700007020008400103070000075002802007000000000000005016020",2.2338,1.5734,0.776,103.3399,16.0493,319,112
"500302810300009000009500027400001090000000005020000000000100004000008600705064001",0.4925,29.5339,0.1746,42.4732,16.7874,158,98
"080604001054300087000000004006700000000200000210000005000000130000032509000070460",0.2611,17.0375,0.0942,29.7248,19.781,100,108
"000043021040290000020700040080000000000500000300007600670058004000004006100026000",0.5596,0.9683,0.1886,43.0466,19.1844,92,82
"007000200030000005000000000000820010000000704010000062003902108002007500160503020",116.1727,6.3424,38.5073,43.523,12.99,60,87
"000050000000000000300806900708000210000230708003090005509400000407300009000080060",377.5683,55.2368,132.2614,22.1714,15.4396,120,122
"007003200403001675001000400040309500500000040002000000000097000804006000009000060",1.1609,1.022,0.4159,74.5954,30.9042,255,193
"000549001000000070000070050000694000000012005200700609900050100000200000002908400",0.3638,2.104,0.1523,23.8955,18.4106,56,132
"020006080000070020709003400000360097300080000090200060000600008000008001970001000",0.0322,77.7093,0.0178,33.1742,22.8925,134,141
"070080290003000670090070000040000010506100000900047000000064108000702004020000000",0.089,0.908,0.0394,25.7741,25.6796,82,93
"907000300050010080001000600806740003005020090000006000070400100000002509000000460",2.1843,6.5609,0.784,17.4945,24.0584,58,87
"300500089000000000000000000000010090000809005090025001040050970670108040008042000",0.9691,896.7026,0.3471,75.2234,18.7136,421,131
"060840020803000060900060000000094302090000080010000000000400008000038006100070409",15.0543,180.9418,5.2897,147.2328,13.7332,691,85
"800004001004100006020076900000005200000200000003007000008602107600000000007058090",0.0608,5.5508,0.0262,31.5663,26.8583,56,112
"200000700450000120009003006020008090000069000600071000000005000000700930904800001",0.0518,38.6863,0.0246,21.3076,13.4329,66,86
"000009300040200006000806050800004013004000000210080040900000000402060007057900000",0.771,1.7798,0.2653,58.055,24.7305,134,171
"009604000000230007000900650007500010000040000010000000700020005000015000105790046",240.638,1809.7591,86.6137,304.0844,17.3814,1473,110
"700040000500000806001000000007430000090700080410005009809000000004918000030007090",2.8552,24.1177,0.9491,133.126,13.2554,695,90
"080004020604003080020080600006005010745001000210000000000000000008000570032009000",10.7749,35.7209,4.2356,36.8594,20.4728,150,126
"980650000000000987300080000006000000000200096000800740070400032460002009100000000",0.5888,0.5715,0.211,55.4813,17.8923,78,99
"007054021000000000320007054806000000040002800003806040009060100408000000000070000",0.7148,1.1248,0.2445,31.1068,17.2672,87,101
"020000700450009020000000050200005800000008000000010060531000000042097501008031000",0.0362,166.5025,0.0186,13.9854,19.9279,58,132
"430607800000800000009000020002000000004010060000000050003004902000903070006702140",545.5701,3898.1563,187.5593,159.355,19.9809,820,139
"400002809000009000800000020003081700081090030207030000000000001004700050060000270",0.1706,1.521,0.0666,54.184,15.5377,102,98
"040300800000000000009506327403020000001700000020000000060000003100060070700280105",7.6736,1.343,2.7176,30.2383,22.0415,56,152
"980000020050200080300000604090005000045300096010000700500408000008000000030009008",1.4323,3.228,0.5204,46.0078,21.198,65,112
"560030001708010000291500000050300002000000005000400070300296100000100000040000020",0.5068,0.3253,0.1838,32.1514,21.11,56,108
"000500009060008234000034000403005608000000000600342000001050000000001000006800450",0.3163,36.6915,0.1046,24.6731,16.204,74,104
"700000021000100000300070000870090010004030000200700009900007000407002008100360090",14.6278,30.4526,5.3606,13.6986,21.8285,56,147
"004700200700901500090560003050000400429000000000050000840090000000200050000005640",0.5748,34.5648,0.2109,16.9631,23.9532,56,136
"705803021000000005901065803000400000000002000000000090000000130250009000100008209",0.6858,11.8602,0.3194,72.1206,25.1758,299,153
"100000000050900120089000056200000800060009010000004305500600908000000000078530000",0.0275,80.1815,0.0163,24.2724,27.5312,110,192
"000000700400987000009020000010300800000009204007000005000040900642790000900030040",0.0265,37.0656,0.0159,100.5127,26.8609,543,191
"600083201000100000200005003048002300500090000010000800050000000860007000020008960",0.1495,1.8684,0.0616,81.1819,29.5884,286,185
"400600800070890435800000000000040090000709000791000008030000002006980000000020003",0.0685,1.9773,0.0286,47.7567,15.4294,114,89
"007050001050020007301900000006005210005001090000000045000008030000002509000070400",0.5493,38.6257,0.1835,31.1341,14.7952,99,86
"002507000000810204000000067023001800000308000608405001000000008000000600050080700",0.158,13.8799,0.062,22.0086,19.1971,58,114
"004000200000001004200060000057000008000000070800005000370006400006342150100050006",2.3518,4810.5726,0.7692,38.1837,18.5283,197,129
"870000001000010000000000004700090010600000700000705009000050100000008097157923400",5.0698,2.4146,1.7782,182.9942,13.4447,820,92
"040072000000000000809006000400021690001090000097050100030000900100000000908200401",0.0699,1.0824,0.0307,43.8377,12.8388,58,84
"800000301000000000000806954700080203480030060000067500008600130000000080000050000",0.6385,22.5388,0.2256,14.417,18.4022,56,85
"708000001000020076900070500680005402000000060402000090806000000000100007000600059",0.2263,49.754,0.0918,25.155,18.2751,84,123
"030000009607891400009000000060048001504000000000000004053000002000080570980050000",210.157,996.605,74.3927,16.4108,27.9958,60,166
"200516780006980030000004000300000890620000000000100000052460003008000000000002008",0.1257,11.572,0.0328,23.5218,15.661,65,91
"400300010070810006000006000003001000081090030200430060000000000020760900008000204",2.7379,26.1546,1.0031,31.926,13.3399,96,95
"000000709000009000000000006010060800400987000890302060000040070600700000078500043",3.5266,1.122,1.2169,142.6068,12.0645,770,90
"087000001000010000000080000090005010000030006010006040500460130000103070002500068",9.9715,68.6575,3.4368,25.4997,14.161,122,85
"100050700400000020089003000004005000365000000800200000001000070000008501078500640",0.0495,108.5308,0.0872,37.391,20.3636,111,111
"546000000000090040000500007053001600680009000000000130000014002008000000900053780",1.5524,84.2027,0.4911,86.9213,24.861,459,172
"980054000000300000320087000896040210000000000000000000500000130000030509032009060",22.1737,0.9737,7.3136,58.9865,15.5971,102,92
"760040000040129060000000803000090310006002080002000000000001000200900100008200409",4.8425,0.5155,1.7364,85.7199,14.5599,226,80
"000000091730100000090060003650000300000603070000070002800006000000250430310000900",138.9792,1375.6835,49.8906,13.4323,18.0703,56,116
"080054300600000900300900050000040200740000006003000005079400100000030070102070000",3.3417,64.6997,0.9993,17.1406,30.241,61,184
"007050300004020007000000650000000200045001090003896000079460000000002500100000060",0.4198,73.9911,0.1493,15.4628,18.9087,65,117
"000400000000087100009103006010060800305000010007000065000000008000000531070000642",0.0366,2.7261,0.0193,35.8201,24.9933,56,131
"100000000406870100000120000014060000365700000000000065001040008000980030000001002",0.0343,28.3392,0.0179,22.7887,17.3806,58,109
"000000200730009000000000083007000000400301050083950000005000120000040038300027900",50.6055,653.2731,17.6499,15.734,17.7883,80,126
"000560009007000000009000060020608090005009608608002005000000070000013052904000000",0.6414,1.196,0.2301,103.118,29.6438,468,195
"300200000000000000000050602000000921024010030000000000470002000589001200002040798",6.7059,25.4866,2.4126,14.0517,29.711,56,117
"400672010002080030000000627300000008080001000000308200500000040100940000940000000",0.2688,30.342,0.0991,21.7203,13.729,66,83
"450000000620100000000400000302700008574380000108056300005000206000000000000060700",1.9468,6.1374,0.6953,49.2133,12.5535,95,87
"000400000080190050210057400540020000000509006001000502007801000100900000004000000",0.3657,0.4427,0.1364,56.5399,14.1443,84,84
"076000000500000000000000004009080000405201060203007040008040107600000080140308000",1.7469,2.8019,0.5702,58.8223,15.6945,147,114
"000400780006087000700000050204000890000000014000010065030640908000700000000001040",0.0381,20.6661,0.0201,19.0892,23.7541,59,158
"000006700510900034009000100040600000020800040000000060000460003000301020060052400",0.6453,31.8938,0.2161,27.4722,14.439,89,89
"200000709001000204780000000005000000006007305807020400000603900000090042900700000",0.3859,206.0781,0.1403,59.3417,17.1399,273,95
"000056700056070103009120400000300000000000010090004000501000000600098001078030000",0.223,33.3814,0.0165,14.1208,31.2791,58,166
"006070800070001500000000020400020700600000200900004630260007000038900000700003100",8.7928,9.6964,3.163,56.6035,20.5905,114,114
"005003020000090060900700843087000402000010300000080000600050030250300090000900000",1.5968,1.3323,0.5236,50.7116,16.621,94,96
"000738090730000000091060703600009000020100000000005900800050030906002000000006009",1.707,1.8511,0.622,56.7331,22.2289,167,137
"103050000000907003080000450010065007300000004000204000500000000640009500070530000",0.0307,0.6656,0.0164,36.6163,32.8015,59,175
"000000700400007000000003056210300000360879200007000060030042078600700000008000000",0.0468,8.7621,0.0229,13.1456,17.8421,56,80
"000000300600100980000087600007002013003000000002739000000410230000000070106070000",3.2566,18.005,1.0945,38.8947,17.3845,93,114
"002500100060801230000004067020050000700340008008000000031005000870000000000026000",0.1048,32.5166,0.0265,25.1347,13.9324,86,86
"070504301500200006020000000700005200005300000000000040000108007008050090000029405",150.989,449.7189,53.3413,22.9591,15.1959,87,87
"000070800300000500800540300000700008001000070097008030700004902000905780000007000",0.0518,0.4492,0.0253,29.1653,34.3738,70,198
"760040900840010065000700000507406002006020000300000000000250030008000070030000009",2.4747,0.5058,0.8395,20.6985,27.4543,56,93
"060803000000100000020000840007004000096000080010080690600050030058300400004008000",2.0248,1853.3469,0.716,48.5869,31.7278,193,193
"670003001080120600001000000000000309506800002010034050000040000060000500120050000",0.0518,0.7269,0.0227,82.2756,23.9383,287,174
"907050300004000980300907000800000200740230800003006000009000030060300009030000000",1.4293,33.8051,0.5427,81.8372,27.1847,425,195
"000400200008902605201005000705380002006000000010000000570009000980040000000007020",11.0932,21.8857,3.7504,42.3877,15.2171,148,101
"000043000800000705021000000000090302496030000000000600000000038050006470034000250",1.8439,2.5578,0.6284,42.6184,18.1618,131,131
"340200100007008005000000000500014000610000500700000400000006070052970000000032850",13.1838,555.339,4.6596,18.8917,11.636,98,83
"120000000450800120709020050214060090000000000000000360031000070002000000000501600",0.0505,13.9401,0.024,21.4063,20.8101,56,118
