"Puzzle","BruteForce","DepthFirst","BitWise","NakedSingles","HiddenSingles","NSSearch","HSSearch"
"004000000056080200089004150002400800005970000007000000000003900040000500000001643",0.0356,1.5993,0.0184,23.877,14.4283,84,85
"000040000540020806021000054000600203000200000000000609908400030037902008000000000",23.4461,0.4963,8.0786,492.6177,25.9187,1796,144
"405627819007000400000000600000004008000001200098200500700000000000300000980002300",1.149,0.2393,0.4321,30.8041,21.4615,82,83
"001450000000000000009003406000500000007000030608231000010080900000005300970300064",0.0454,161.0567,0.0213,18.8932,16.5721,76,108
"000507089000900230100030000403000000000009608090072040201090800000020000970000000",0.0775,1.5336,0.0188,87.8271,19.6292,399,126
"004001000000000000700030000035000800000070300807305060002603900603008002008702000",257.1149,80.4523,88.4655,1041.1025,16.802,6716,103
"200006080000980000089004100010000800005000002800002000500603970040009501008000000",71.1735,87.7889,25.0876,32.8423,18.1341,150,107
"000560000000000204000000000205000097000009320890300401040603900070000040958000000",102.9463,161.6785,35.3924,15.2703,14.0313,70,88
"000400001430920000291005003000080010020010704300002000070000100904060000000000009",0.1114,0.7328,0.0459,62.8094,18.7063,137,116
"000700090008200060090004000000000000409301800083000002845603020070000008010000900",6.2316,4.1219,2.3435,120.7274,15.407,452,80
"000000001003000000900700040080004312000230580000580090600052000200010000004900200",1.111,2.6674,0.3914,31.3593,23.9775,138,123
"030600800600109400000405600000701000004000062100000300000012046001000000040073000",0.7185,4.2458,0.2536,80.3292,15.7537,282,89
"000006000006079100080003400010065807060900000807000300530600000600000001070030000",0.0428,24.0452,0.0216,33.3114,24.0873,78,143
"076049020009000800000000050700004200600012000003080040068400002400001000000038000",1.1067,1.0785,0.3858,94.2221,20.3764,273,126
"050008001000900070090600003000086000000500000309020800070000100982000507100807000",0.069,51.5895,0.0317,21.8019,21.0091,85,125
"000072800002900000000000307003600790001097000290030000005010080000700903000050100",3.8539,86.4015,1.424,51.0891,20.268,257,127
"000004000650103987000007050090700010000001006000000000079000102068010000002000068",0.2485,0.6875,0.0903,23.8094,14.8327,56,88
"400000010600019000000035027000280000280000306090000008000108002000903570000020000",3.256,23.9983,1.1521,28.063,15.3382,117,102
"040000089200109000009005060003004000010000500708003010000050000800970004000002850",0.0343,14.0427,0.0181,18.1487,20.0927,56,108
"980650000054120007000007604896045000005000000010000000500000030060012000000009000",0.3095,0.5107,0.1037,39.3096,23.5243,72,100
"213050000006089100000100000000000800060000210090000060031602908000000031900500000",0.0311,6.9829,0.019,67.1717,19.89,164,122
"004000090700010564000000003050009002020000030800405006000090040000100657006050000",7.0314,33.2303,2.4647,29.7277,20.9245,151,144
"003000000672090400000405007305000000004019000000300004030041060020900000040050700",1.1336,9.4894,0.4081,150.7168,30.0797,554,188
"006000010000000540810000320003620000000000235007035008200010080100050000090200000",18.6512,0.734,6.3577,54.6616,16.4465,124,103
"320000000001000000089000000030416897400000005007305001040050000000800000000070643",0.1361,73.9963,0.0549,15.9735,15.8235,67,94
"900004320000300900000000604006740010000000000002000075400100000210508000500406100",0.5429,33.5335,0.1966,39.8095,17.5104,132,99
"000000001000003000000876904005090200000200700003005600900000000030012568150300000",5.1372,5.3483,1.3047,66.0242,15.5284,185,102
"004016009510700034000200006000600890000080040090000000102000008000800900900000603",0.6461,2.4097,0.2481,172.6016,17.1759,677,104
"650000091430120000200000000740000009000001700000000802003906000900200506000000907",0.9166,0.8603,0.3336,72.646,30.5373,219,186
"100056780000000020000003056200060000060009200800200060530002900002700000000501000",2.0841,3.7724,0.7339,42.3586,17.4879,72,85
"054000291000000004200004703000000318000000075013070000000080009006000050040007006",0.0837,1.352,0.0359,61.2943,15.8254,112,86
"800600301000000980000007604080500010503801002002030000000005130030000000100000200",0.2533,1.5776,0.0955,57.0834,18.6368,119,116
"300260080060000340000000007500410700010000500708003410000000000076000000900080601",0.2913,1.3807,0.1072,100.06,14.9405,268,84
"600000000000012600001070000700060502036020008010000700350090164020100000000000009",1.5518,8.1623,0.5149,34.0918,28.2149,72,168
"500000091038910060001500000000000002009070800010400076000206000000000000106807300",0.3833,1.097,0.1353,38.5975,19.919,59,88
"900004320000320007020000004000000013700010090000090000079000002008102500102000400",414.7892,1529.2811,143.984,668.9596,15.9838,3508,103
"800000020050203000301900600080000010045002000010000040070460002400020000000079400",0.3209,2.7261,0.1182,39.9141,15.5176,124,105
"003020810600000005809000000002000090074300060000000000000010000206004900001562703",0.2051,30.4651,0.0659,16.3537,12.8177,56,88
"005020800600810000800000007300000090500008003098263004051000000240006000000000002",8.1454,134.1277,2.8176,23.3089,17.1972,99,106
"000061009060000000009030006000000000006080020090300401140050908000000500950000643",0.3965,185.5437,0.129,18.0578,20.9745,93,129
"870900020000203070020000000000000010000000798010700600000007000067000089030589400",0.7132,18.5252,0.2575,18.5534,26.5929,56,173
"053620819000090400800030000360000001500200000008370000040102083000000070000000000",0.1568,35.6768,0.0627,24.7318,26.6162,68,156
"009650000050000000300007050000003000063002000400800000098006000200305700030708046",427.4085,751.909,156.8916,153.0896,34.5448,669,195
"900600320050003080301980000096000013700000806200800000000060002000020000030070000",3.537,11.9007,1.2356,117.892,28.4623,497,183
"870654000650000980300000000000500010000000070002800000000246030206000090005008040",0.6177,2.307,0.2089,30.0167,23.4037,82,90
"900604020000030000001900050000000003000010006003806740500000102060100070000000468",2.6736,55.944,0.9496,15.4041,26.9976,68,180
"700800021000000060001000003080094010006010000300007094070000008250900070000206000",1.4394,44.2839,0.5015,26.684,13.0346,139,92
"000000009000010546000506007000081000600907400900030100008000000000708050730200600",3.8479,6.3451,1.4032,35.6509,25.2291,66,116
"000006080100000204000004100010400007060807000890002065000000070000008501000500640",0.0324,2.3525,0.0175,42.1942,18.1915,176,125
"000000700100090034009230006300005800400000300890002405000040070000000520900500000",0.0278,14.3706,0.0161,84.3755,13.7358,359,91
"340060000507800234000200067003050001710000600008002000000005070000000000050006800",0.0839,0.959,0.0348,47.322,24.9773,56,154
"000607009020180000009000627000000000070300000190000300703800000000000753900070201",82.6911,640.479,31.083,319.8737,14.4826,1329,83
"000050001600002087000007600090700013700030000003090045500408002008100000100000000",3.3245,120.7317,1.1214,24.0226,21.5629,109,149
"000549000500000006001070050000694000000000000000780600060400030402000500100003498",607.7344,2250.0598,210.4108,29.5232,11.4572,133,83
"300007100000090040000000000003000098004080020008500000001050970002070634070002001",1.2741,392.8035,0.4571,18.8092,14.0647,88,97
"000038091430100000000070003040002300006000000000700802070000000082006037064300000",0.144,111.7913,0.0581,17.2607,17.4391,65,102
"000050009006098003700020000200300090005800200807000300001000078000080030078001000",0.0334,2.023,0.0182,23.5594,21.0332,74,118
"870094000000001006000800000709005003005200000000007008900002000000100080142038090",99.6777,477.4551,34.7435,21.1383,14.5951,94,94
"007000090000019075000000080000002310500000002000700800000908000800026530020300908",2.6388,0.5419,0.9198,44.7512,15.4371,63,95
"000060009060000000089000050005410007006800000000320000102003970603000000008702003",0.8039,5.8887,0.2973,37.9148,34.1422,60,188
"600083000000009675091000080700500000030800000900000050300006008060010004100000067",0.4386,0.3195,0.1478,32.3596,28.1745,61,153
"007000021004000007000000050000040210045023000200090005079008002008010000002070060",2.5232,0.5698,0.9235,30.8581,13.9442,78,94
"000004020000100907001007004800005200700000000203096005000408100460001000002000060",3.5362,34.4177,1.2429,44.6749,17.1599,183,106
"000000000480009000200070003700060309500001700902700806065008120000200000000000008",116.3793,189.0777,40.8217,23.9217,13.4749,112,84
"000050300000020007301080004000040003040010000010800005500000100400030509030500460",6.6734,11.6369,2.2574,19.0463,19.2148,64,90
"080600020050010080300000600000745000040031000010806705509400000000100009000070000",2.6167,6.1131,0.9076,53.983,14.5601,125,95
"201006080406000003000100050000500600007000000090031040302004000864090300000000004",0.587,36.2065,0.2073,19.079,27.9621,56,182
"040260080200000040000040000523400000000800003700500410401000072800000000970000050",2.9963,4.8854,1.063,141.266,15.8425,560,100
"050400201080000670000005000040069502000000900910800000000000004000036050009008360",14.2002,47.1378,4.7137,47.8091,27.7899,164,164
"080009020500000870000006000005090003690003780003080049000400032030000060100000000",2.9631,3.7287,1.0414,14.2542,31.1813,58,159
"000030200000900600000005400000086000820000734000000850070200108000060507062050000",149.6516,1.5319,54.9171,27.9832,28.6607,60,119
"097000020004100000001000000900045000040230806200060000000070069400000030070306002",4.3546,5.3456,1.5454,47.3342,20.9215,74,132
"080040001009000070020000050000690003094201700003080009000450000000900060050000407",0.3808,1.294,0.1198,43.255,17.1666,56,137
"007000000480100005090000080008000010030800002900004056005000020800010000104057060",142.7687,406.4341,50.5033,24.7157,16.5015,115,115
"706000300000000000001800000000600003600200000003785600068400000400002508002900460",0.6047,5.3339,0.2115,49.9627,17.5339,111,106
"007000000604001900021907604800705003000010000003800000009008030400000000102000400",1.763,20.1107,0.6373,31.2521,18.847,122,111
"000009001500300006001800004070694200000003000000700600000007002437000000050930060",0.421,24.8239,0.148,26.4049,14.655,105,101
"705803001800010000001005000080090000006000087300000094000250130058030000000000200",10.3082,31.9292,3.4198,27.2344,13.7693,109,90
"900054000604300907021000000890700210700000800013000740000060000000102500000000000",0.1531,0.2319,0.0433,50.0314,18.7573,70,117
"806040001500003006301000900700000000000001785000085040000050130000000000150060090",0.4501,3.3713,0.1275,47.2624,20.2576,163,139
"304500000500000200009034000200016097000000000090000061102050000078000013900080000",10.7128,131.6145,3.8066,16.5021,23.8693,67,157
"204500000010070000080034050001020800000790001007003500000000978008000020060000010",0.0393,10.4423,0.0199,66.0943,14.6426,189,88
"103000700006790000080120000200000007060800210007000060530040070602000500000000600",0.0297,0.5211,0.0166,36.6043,20.5996,56,87
"000009000509201006021000000005694013000000000200705000060000100000912000050000097",0.3646,4.0179,0.1341,30.841,14.2329,136,94
"400000800607980005809005000300000090070200068008006200000060003000800500080003000",0.7101,17.5442,0.257,43.3031,17.532,139,104
"201000009400009000000103000100007008040900000000031500302680000000000310000010864",0.0337,48.8884,0.0187,13.3585,15.7078,56,103
"000056000050000020000000400204005090305070210800010300530000900600700001008001000",0.0487,0.3253,0.0228,80.2697,22.1205,238,154
"000000810600080000000035600000000000004000000190300250000104902241000000086050103",15.5266,74.3476,5.4636,14.1288,20.8348,56,131
"870090000004000000021800050700000010480000060210000040900000000002700080140008092",0.1726,1.3162,0.0672,28.3877,19.4469,71,85
"003007800000080005009400000002000000000300060198250000000913006200000001081062000",0.0798,67.9555,0.033,174.5722,27.285,785,176
"100000000400080023000103050004005000005700004800004060030040000642070030908000000",0.0665,62.8088,0.018,38.4652,17.457,153,112
"300000009000879234000034000000006890000080000007025001000050070000108500008000010",0.2735,1.8355,0.1001,50.594,14.2695,87,87
"004000201000120060000000003000482000000000875003970002805006020000001000010007050",85.7223,522.562,28.1438,50.9023,16.0962,248,101
"000003001003002075200000400048500000030920807000800500300000100005000369000060000",0.1189,3.2999,0.0486,39.0721,20.2228,56,86
"002007009060009004089030060003000090015308000000020001000000900000902000056003040",0.4303,37.8371,0.1588,44.1771,19.3086,167,120
"760000901800900000920005000500006300090010507302000000000000108208000006100070000",1.7003,2.7292,0.6149,23.5753,20.8964,89,137
"000043001043020000900060800000000302000000080302500600600000008258009006000600009",1.2255,18.1502,0.4543,35.2817,13.1805,88,82
"000600809002981000009005020305008000000000300700050000500060080020090074000500100",8.5438,74.017,2.9156,27.7095,17.2901,110,101
"200016009010900000000004056340600000000009040097000060050400000000300005960000018",4.0012,0.5773,1.3908,55.171,18.5064,113,119
"200006009016800230089004050000600007000000000897100060103000000000900620000080000",0.0642,4.2112,0.029,47.8023,15.0155,56,86
"000001789000089000000030100300400007400070005007000060000000970078002500900800010",0.0529,39.9606,0.0247,16.9445,15.1002,76,96
"000200000200189000189000000000010090600000500700003400431000070800001000070030850",0.1537,3.7883,0.0643,73.5727,26.4166,181,165
"000000009006000100089020050100300000000879004890010000000042000000008001978031000",0.0319,40.9721,0.0175,14.4568,30.6435,61,173
"000500700001009000009000006000000097400000000897020001040653900000192000950000010",0.1551,4.6144,0.0466,43.0628,19.9412,100,129
"007650000004001907001980000006700210000000806200000000000008130000132009000070000",0.2653,0.6522,0.0968,43.6222,29.9752,56,148
"670080000080209000001000400700500310030800702000700000000940000000100004004008960",3.2768,12.4556,1.0458,27.0826,18.9794,93,113
"006000009302900540000040007053000291080000000007100000700461900000003000060000004",1.1295,0.2616,0.402,54.6624,17.4712,133,93
"000050021000120000021000904700045000045010098000090605580000000000000000100580000",3.0453,4.852,1.1195,56.8706,19.2679,136,140
"000000020600201900001907004000740010700012000200800005570000030000020079002000000",0.3145,48.2741,0.1199,19.5204,13.6371,81,85
"230500000500907030700000006300000007005000040807000062152008000000000000003750400",17.1214,5.1811,6.1283,36.8086,25.6245,104,166
"020000700006700023080000450200000000000000210890000300501040970040000530008000040",0.0301,2801.0829,0.017,27.6434,16.7447,123,102
"000600000004003007320000600800000010000301096203000745570000100000000000000079068",8.336,127.7447,2.9022,19.2314,16.8559,85,116
"300060000067090340080000000500000008010000503790500400000000900052904030006030000",182.3645,845.2177,61.8808,28.1965,21.3873,118,128
"053070010000000400000030020300080091084000300000306200030100002008900070040000100",1.2326,9.6064,0.4188,59.3016,17.0471,150,105
"000000000054200000020900054006705000000023890010090700570400000000012509000070000",11.5941,4.9478,4.0246,13.6878,20.1904,60,95
"300000009000109040100040007500000700604008000098000400852970000006430000030000000",0.1027,0.4586,0.0234,30.4312,27.5494,60,85
"050030090000020675001070003000080002000009700000700050500090068004060000000800340",7.3948,1.9648,2.6415,49.9205,20.6575,86,135
"540000000300100000010000020003001000600009200000680030730804060000000403904000701",12.1368,43.6744,4.3053,16.187,17.6346,65,104
"000600000604000900000980004080040010000210000200806005070068100000000500032509000",23.5333,5.4732,8.36,43.711,11.8606,66,83
"705000000000000065901700000080000010400000000300587000000050138050000470000600259",1.6634,2.4506,0.5723,408.7279,17.9928,1729,101
"000056709000000020000103450214000000000000040000201630000000500040002008030807060",0.0392,1.4125,0.0192,20.7255,41.531,61,187
"103050000406000020000000006004065090360000004090000005000600078642000000000501600",0.0697,197.7317,0.0305,25.2777,17.618,104,104
"040060100007019040000000000000000008014598020708020000030000070050700004900180000",11.9569,98.6767,4.2336,13.3395,12.8715,56,80
"000000320000000087000980600080000200000102006003000700079000000068001009102570008",4.4704,2.4864,1.5071,43.5761,18.5504,58,151
"004006000010080000000200150001020000005870301890100000002060070000000005900702010",0.0498,20.972,0.0236,42.1497,18.5596,178,134
"340267109007081040009000000000000008000000000000000000401009072806072030000030050",0.0726,1591.6042,0.0309,18.0261,31.6408,66,166
"020050780456980000700000000004005097000800000097004300030002008000000030008000002",0.0355,0.5909,0.0186,30.4085,37.4218,63,154
"005000010000108430000000000060000090070000160090050000003002940001060750006070201",29.501,80.4804,10.1742,39.2682,15.6645,178,101
"005840001800200000021060040080000000090000587310500090000400008000900000108020000",0.4379,2.4274,0.1598,46.5734,14.8767,65,90
"003000000000080435019000020062048090070009008008006050005000000201800000000050100",0.5085,32.3325,0.1464,22.4908,15.1558,89,89
"500038090000000000090004000657080310000610005000000040040006020070001000010840900",0.1977,15.2956,0.0761,21.0823,13.9647,58,84
"050002000302900500000500000040000090081490205000035008000000080100009002090260000",3.3605,48.9066,1.033,18.5457,17.7006,56,115
"000620000027080005000000000302000598074300000100000304000003000006000000980062043",11.1799,1.9683,3.6127,91.0776,14.8844,322,88
"800500000509020070020000004005090013600000700003000000400900032900410007000007400",0.5792,36.1527,0.2067,35.3721,18.2446,138,115
"870050000950001070100000400040100807010000200000207005000590000400000063700800000",0.9374,4.4428,0.3403,56.9141,17.4484,124,106
"006000020040002006301070004000604003000000005000700600060007000400000597050900068",4.2327,35.8852,1.2365,24.0416,14.0313,74,81
"300000709001080030000200056230400890010000000807000000000600000073000512000002600",0.0681,6.3127,0.0308,37.6893,19.7962,56,80
"000004301004230900300087650000700010000300096000000005509408000000020000030000400",0.6323,1.4524,1.0879,62.5078,18.6763,110,110
"000300019002891000800000020050608700000000004290050000000900080100080903900200000",0.4339,33.9486,0.1541,57.0281,13.0782,275,80
"000006080000079000009000400000300800060000014800004065001002900040087001008500600",0.068,37.316,0.0175,23.6434,11.502,96,83
"000000000000209064000500000607002010020071000180050002005090000900100008300820900",0.661,2020.3593,0.2391,42.3404,13.2166,220,84
"020000000000780020000003456200000097300000000007004005000642008000090001908030600",0.0413,75.7067,0.0211,13.2867,14.0682,56,82
"000054001050020007000987004800700200040102096000000700070008100060200000100000000",0.1159,0.5187,0.0455,36.1103,20.007,56,89
"000040021000000006000000040600430010090710600010680009000000050030050000154020008",1.9723,41.1722,0.6976,17.2038,21.6897,56,111
"000060780061000204000030056030400007016000020090020001000000078070040000950000000",1.4397,7.5832,0.5237,48.1016,14.119,77,83
"200100000106009000780004000010405090000000002000010400500000070603097501070020000",0.0399,18.2764,0.0201,31.4686,16.8409,106,106
"004560000060000030009000100320006000400007000000020401040003978000008002008102000",3.3,34.065,0.8399,15.7936,20.7188,56,99
"600000001403200075200000000000500010500001702000030000300046100809100500004300000",0.2888,112.4068,0.105,16.7783,26.7578,63,184
"000000800002100005000405600360004098000010000000080004030041000020000503946050000",1.6879,29.9502,0.585,28.8196,14.0209,114,97
"340000100207900040180000007000001090000580000000003000000800000800190030950030802",1.1427,31.4916,0.4105,76.6916,24.645,332,162
"800000301050000000000000604000700210700310090000890005500060002468000070100009000",14.2034,28.6505,4.8513,14.8131,19.3662,62,95
"000000010070009000800500007050020008001400000007600000730010060124060700900037000",14.8055,34.2822,5.0562,24.5351,13.3913,74,86
"900000001050000907000080600006700003740000096000000045579008032000032070000000000",1.1619,2.2644,0.3667,41.6682,18.1651,68,83
"005027010607000005819000000062001000000300000008006070000810006080060700040003000",0.1232,0.9941,0.0323,29.1378,23.6635,58,117
"006000000000003870021006004000690200000030705200000040000450100430900000052000090",0.9539,3.0094,0.3105,30.1017,12.6284,82,82
"200500089516080004709000156001620000000000040090000000000008070000001000900070005",0.0482,10.4031,0.0232,36.0266,19.347,119,116
"030406009050007100009003400000000007047009300000000040310090070800700000000802060",18.6823,14.8439,6.7943,40.3851,26.1935,102,159
"403000010670800000019035000000008091000009006701056000000100980100000070040000000",1.3871,2.5868,0.4603,33.1995,29.9167,85,181
"000008000008100560001004000600402309020600000010005000300001426000000050140000900",0.7002,43.4801,0.256,43.84,15.4784,191,103
"000400080000080020709100400000060007060090014000200065030000000002008000970001640",0.0312,54.8847,0.0173,15.7692,14.1747,71,98
"400070010072000005809005020305000700000000056000350000030000900008900004900500100",1.0521,30.7324,0.3617,33.875,23.0823,104,139
"200000709000809204089030000000000090405900000007000005001003070000000500908020043",0.1145,1.7116,0.0445,17.2773,17.7397,73,87
"000004000604020080300900054806005200700300006013000045000060000000000570100009000",5.3424,32.896,1.7733,22.5799,27.1921,56,129
"000050080000007000000003456020005000305908200007000000000600970040700530900000640",1.3154,85.1288,0.4688,41.7866,23.7222,195,152
"200400000006780100009100450100007600007000000000030547010060000004000000970002060",0.0415,3.5217,0.0207,45.4554,14.2528,56,85
"000050020004010000301007650090700000700001000203000005000000102060100070100500408",0.1967,4.7447,0.0755,76.0379,21.8755,200,139
"086009300049100000000000000075604000600001705000785000900000000007910008002008000",2.1231,2.9527,0.7259,51.8786,13.5194,120,88
"000000089001890000089004050000000000010000000097300000102650078600100000050740600",0.0386,0.2282,0.02,40.4533,17.8026,172,115
"000020000000800005000430600000008701000009068090300000750060002000903006080052100",26.5651,208.6429,8.5866,17.8835,12.1107,93,83
"870004000050000070300076950700600210040010090200000000500400030000000500002009007",0.8228,0.3328,0.2873,66.5139,23.8257,269,163
"506000010002000006000000000050000091000407005027005000060704083004009070700000054",22.3236,33.4536,7.7074,62.5686,23.5458,271,145
"060000001000200800000070040087050000090700000010930000800600130000097658050000090",10.9551,94.2136,3.8889,13.396,15.598,56,99
"087050000004200007020087050800705200705000000000800040000060030000300500100500060",3.7712,2.1853,1.3592,64.7482,18.9363,159,125
"800954321004010000001000900000000000640030000210700045000400102400000080000080000",1.3601,0.4646,1.1009,39.6965,20.7049,56,86
"600000290708001004200060083000400000020003605003000040000106400000340000000050006",0.0942,0.3561,0.0394,33.4255,17.3287,56,80
"500708000738129004201060000000000309000010800000000002000306120000050000300000006",0.0358,0.6428,0.0182,41.2038,19.1258,58,80
"400372000302001540009506007003600700000000000000005408200000000104050070000000004",0.1918,0.7734,0.076,25.1735,16.5074,79,98
"070050000000001000001006050708600000005130000200790605009060100007000000032009060",6.3377,649.8166,2.3583,44.3556,13.4654,281,93
"890054020004001007301080600000040010005000000010096740509000000000100000100009000",45.1181,1.592,15.6795,45.3964,21.8908,58,130
"604700290030000500290064000007300000000007035003000070000000100900045000000073009",0.1948,0.6912,0.0741,106.7054,27.2144,392,170
"000738090008200560000064703000000300000000000000950000005600020900040030300800045",6.3598,23.5303,2.2775,23.471,23.9072,59,158
"230061000060087200700200000300400897000000020000005000100600070070090502000000600",0.1438,28.3489,0.0453,41.3481,21.7112,173,139
"000050700006000120709100406000000007065090000090014065000000900040080031008000000",0.0363,60.4016,0.019,29.6058,15.4013,89,104
"008000900000910070020076003680090400000001060402700300006200000059000600100000000",0.8944,3.0417,0.3129,57.0753,15.9102,109,92
"403070000000190000810405007065000098000509300700006000030000900100960000900000000",0.2415,1.5636,0.0772,37.8175,16.9224,77,97
"007003090080000070201000080000060000500090000910704050300008000809206000104300000",0.0513,0.6368,0.0243,33.4195,18.0027,60,85
"000604020654000007020087604800000003700000090010000000579000100400100500000500000",1.4445,1.9955,0.5035,41.3794,14.9593,70,92
"300007009067900230000004000020008001710000000000070305030090000004026900000000450",3.6803,14.788,1.3383,20.4308,20.1583,72,125
"000650001000120907001907054900000403000801700010000005000000030205300000100000000",0.0594,0.3855,0.0259,48.4305,15.342,81,86
"700000900043000000020000000580600012000000080002500004000000000004038006038206459",14.3202,216.4957,4.6541,19.0355,17.6945,98,126
"000006009406070000089000056210300890060900000000000000030042900000000530008530000",0.0522,3.094,0.0249,55.3789,13.4967,92,83
"003000780006780020080003000010005090060070200000000300500002008602000001000501040",0.0306,1.2158,0.0166,38.2226,21.1457,141,141
"000450700006000103000020000210060800000780010007000305501000900002000530900000002",0.1027,1.1629,0.0444,66.5681,19.8355,162,134
"004008000700001500290000703050000002029017000010400070000006100006005000002003600",0.463,2.3611,0.1659,58.6624,21.0718,139,146
"204060009560090000700004000020006807010000000090020001000003000003100002050700013",0.0575,62.4722,0.0262,19.6006,17.0602,83,103
"400027009620000030800030007000000000000000360198000004003000080040900500080050103",47.8924,210.5397,16.3534,50.8552,16.4104,208,100
"020400089056000000000000000000360890000700000890200000001600970002978001070030000",0.0759,2.0125,0.0339,22.3924,14.3715,84,92
"120000080450800000000200540500080097000004000000007000380762050000900004005000600",0.2194,459.2732,0.0716,15.6788,18.051,64,110
"045000000000900000000345067020010090004079003000023400001050070050000000006000804",0.0544,36.4795,0.0258,66.6681,25.7686,364,183
"000004021650231900020080600096000000000002800010090000000060002060020509000070000",1.0913,2.5364,0.3625,39.56,15.2546,109,89
"020006000450700023000000050200005000000000014097010360001002000040900501900000040",0.0821,5.9165,0.0169,76.2894,27.9363,263,174
"005800001800291060000760800500030000006512000002480000300020000000004200004000000",2.8065,0.2744,1.0317,32.2158,15.7119,90,102
"060003900000120000020800040007050300305760002000000700070010000200300097100090000",5.0571,14.1389,1.8379,30.2912,18.092,120,112
"708500900003210806000006003087000000000060400000000060870620000000190600056000000",0.4805,12.7772,0.162,41.3184,14.0562,119,80
"005840000040000060000700043000400000406020080002000004600004100250000406030070009",78.8918,310.6081,28.4728,17.02,12.081,61,80
"100400700400000020080000400200360000300090200000010060001600908000080000908001042",0.0444,29.065,0.0211,24.7031,18.9516,84,119
"230006700006000204700000000010400090000809312000010400500000000003000501070020003",0.2153,34.5299,0.0638,26.8961,21.3372,82,130
"023000700006700000000103050204060090005900000000000360001040070042800500070500000",0.0439,0.6618,0.0217,49.4522,20.0926,146,122
"000050001600000980000000000000000203045120006003006000079060030408002070000570400",4.3561,1.2256,1.5313,72.9148,16.2315,330,101
"000654001004000080321000004900560000003002070000009000700200100240000000105008000",0.116,0.4458,0.0477,43.5008,30.8793,92,181
"000054000650020000000980000080005000005302090000806045000000130060030500000500460",23.4012,15.091,8.1945,32.6826,16.1884,117,113
"040560009000009000100000000023005000705090000600040005000801006000970023070020050",5.5132,3.9064,1.7531,26.2421,23.9064,103,158
"765800001040190000000760803000030000096000000000000059000250004008000006000076008",9.9205,46.6596,3.5431,29.8893,22.1355,85,140
"050300000000000500800000000000001600001030275207005000705800000000067000904250701",5.0409,1281.0831,1.7911,19.5601,14.74,110,110
"050007010620900000819000000002008700500000360000306050000002900000890000000700102",13.4783,24.0254,4.5276,79.8178,14.1177,373,89
"870000000004030070000000900090605003005023000010090005500407000000002009100089007",0.1254,1.028,0.0498,81.4029,13.0714,330,82
"070000091000000600201600400040062310000000042900000000300040128000000000100350060",1.5738,1.7008,0.5666,33.8093,19.3858,106,115
"057003090000010070001000400700502000000000740000700000360900020800000534020300008",6.5009,34.2275,2.2906,26.7842,22.0043,62,156
"705840000800100000020000003000690012000001500000080600600000008050300070030900056",1.2883,2.9202,0.4627,54.591,14.3929,93,93
"765000020840010700001065000000600002000102000000000690000051038204008000000000009",55.9095,214.638,20.5151,28.0634,14.5778,117,88
"000004000050000000301900054896045010040030800200800040070000002000200509000070000",2.783,43.9405,1.036,19.2296,15.085,78,102
"000030001000020600001600400040306012006000000000040850570000100000000507062050040",120.7604,79.5024,42.3883,13.6479,13.5192,56,83
"045067000007000005000000000503071000610008720000000001400900870800030000000104002",0.2744,0.331,0.1064,189.6142,14.4606,858,95
"000150080100000030000000056000005007405000300007002000000643000040908501000021003",0.082,120.3929,0.0222,17.0062,16.5056,69,87
"030027009007098005000005027000740500004000002000000300050000006081000003000073001",0.034,1.5749,0.0177,58.3264,19.812,239,135
"006000019000000040809000320003720600001000005090600000000004062108000003000050780",1.739,1.1202,0.6112,53.8094,15.298,102,96
"004500000500087000000000150340005800600070001007000000100400000070301000003702018",0.0761,119.5297,0.0322,36.7147,18.5958,169,114
"504000001730000000000000000000080319409603000003970000000096027006050000000840900",10.1712,0.3676,3.7559,33.0951,18.0264,110,106
"090000301000203000000007000080040200705030006000800005500000002460320000000500468",6.734,51.5351,2.1605,27.937,14.6762,111,94
"405600000000080005009030007300001000074300060190056000700010006200900050000000080",0.1259,16.5369,0.0494,44.3072,13.7034,157,81
"004038091008000560000500000000029000009000605180000000802950000006002007070000400",12.2565,11.3856,4.3196,58.9443,18.8302,129,102
"400600800000109005019030000000040500004098000090000000050010900080964750040000000",0.3342,2.0884,0.121,30.8132,12.8153,88,88
"876004320000000006001870000000000200005000700003007548000040100600019405000000000",0.9688,9.6928,0.3411,38.2034,15.6748,127,102
"200001080500800200089000106000016000000000300807020061000000000608002000000187002",0.0409,7.9289,0.0201,22.1995,22.4103,58,147
"500000010070019000010500320003000002001920430000405000705004000004008000008100000",10.6619,30.5653,3.7676,29.0015,21.57,99,154
"230500700016000000700000000000025000025090000007100060050002900000900003902307005",20.3884,281.7968,7.4226,17.3333,13.844,74,90
"000090300500000000001806000060000200080310060200007008900600130000109080048000600",6.636,186.3505,2.1757,20.3377,13.6723,88,85
"500302019000001040000500027050000700000000005200035460000010680000700003000803000",6.5408,8.3318,2.0835,26.003,15.3568,82,84
"600400090483000600000000083700500300530000700010004806000000027070000500004007000",31.3099,0.5497,10.7912,61.5306,22.4525,136,132
"006500020594003000301006950000000013080230060000900000000000100600000400007300090",0.0819,26.3951,0.0356,49.1767,18.4282,194,115
"060000900043109070920000040000400000005060082400000700070005000000080000004207608",5.128,1.3682,1.7444,31.4494,14.2287,80,86
"075000000003009070001000083000000309006090000910000050300000020800200034024050007",0.991,3.6367,0.3596,47.004,16.3392,224,108
